Area Name,Industry Name,Area,Industry,Year,Jobs,CZ20,Jobs_county,Jobs_CZ,Total_Jobs_CZ,Employment_Share,Log_Total_Jobs_CZ,Log_Total_Jobs_CZ_Squared,Intercept_tj,Beta1_tj,Beta2_tj,Expected_Jobs,Jobs_Deviation,Intercept_sj,Beta1_sj,Beta2_sj,Expected_Share,Share_Deviation,RCA,Share_Deviation_Normalized
"Larimer County, CO",Crushed and Broken Limestone Mining and Quarrying,8069,212312,2024,21.1518716948,84.0,21.1518716948,21.1518716948,303165.6916240244,6.977000458558424e-05,12.6220347720736,159.31576178743506,-13.172264891192077,2.2767849007263736,-0.07085644547837121,72.01285936583197,-50.86098767103197,-37.03038054121838,5.530475488588636,-0.2583714384463258,0.00022777115063974185,-0.0001580011460541576,0.3063162494004219,-1.8831582090128556
"Larimer County, CO",Crushed and Broken Granite Mining and Quarrying,8069,212313,2024,0.0,84.0,0.0,47.3586511275,303165.6916240244,0.00015621375517066278,12.6220347720736,159.31576178743506,-46.89800663752347,7.073504048129773,-0.2463377770159373,23.06962497414916,24.289026153350843,-5.681785719361767,-0.7133369276557859,0.02976032660051843,4.800237250776393e-05,0.00010821138266289886,3.254292382015007,1.887196361907719
"Larimer County, CO",Other Crushed and Broken Stone Mining and Quarrying,8069,212319,2024,0.0,84.0,0.0,0.0,303165.6916240244,0.0,12.6220347720736,159.31576178743506,-6.9109970773549865,0.9465988250999497,-0.012455095637197253,21.17271149043896,-21.17271149043896,-28.263545956926894,3.704329075867189,-0.17559541576676305,7.617380023044474e-05,-7.617380023044474e-05,0.0,-1.0
"Larimer County, CO",Industrial Sand Mining,8069,212322,2024,0.0,84.0,0.0,21.9749093762,303165.6916240244,7.248481600435356e-05,12.6220347720736,159.31576178743506,-13.842402152464782,1.9536578171424157,-0.047976378676587814,23.887168491832433,-1.912259115632434,-9.05532106054251,0.3192019012818258,-0.029181965750612132,6.280407065366596e-05,9.680745350687598e-06,1.1541420046492243,13.975048589457048
"Larimer County, CO",Drilling Oil and Gas Wells,8069,213111,2024,11.0099832659,84.0,11.0099832659,104.59331659920001,303165.6916240244,0.0003450038031642215,12.6220347720736,159.31576178743506,3.853016920450461,-0.5882529257519322,0.05018519446565678,83.3760021190314,21.21731448016861,-16.209880503139882,2.0788357676060585,-0.11425261865374722,0.00028217414673389776,6.282965643032376e-05,1.2226626966274654,9.982196076364687
"Larimer County, CO",Support Activities for Oil and Gas Operations,8069,213112,2024,192.238972176,84.0,192.238972176,5359.488972176,303165.6916240244,0.017678415204127558,12.6220347720736,159.31576178743506,-3.368947588118452,1.06444853758201,-0.02306236033509368,597.2652746949774,4762.223697481023,-12.48045415736779,1.6984580121979649,-0.0952148147390303,0.0020058671617549963,0.015672548042372562,8.813352918475497,1.255972054618292
"Larimer County, CO",Support Activities for Coal Mining,8069,213113,2024,0.0,84.0,0.0,0.0,303165.6916240244,0.0,12.6220347720736,159.31576178743506,-5.662563481983775,1.2807285300982736,-0.05161661586464362,9.771754996973543,-9.771754996973543,-33.04368156362298,5.695353441605045,-0.31589833163049225,1.0290229187519875e-05,-1.0290229187519875e-05,0.0,-1.0
"Larimer County, CO",Support Activities for Metal Mining,8069,213114,2024,0.0,84.0,0.0,0.0,303165.6916240244,0.0,12.6220347720736,159.31576178743506,-5.369333546840359,0.9510224987955712,-0.025664243816712968,12.753260286014678,-12.753260286014678,-75.47610908153952,12.67532284698975,-0.5978010441558281,2.1947175477012768e-05,-2.1947175477012768e-05,0.0,-1.0
"Larimer County, CO",Support Activities for Nonmetallic Minerals (except Fuels) Mining,8069,213115,2024,0.0,84.0,0.0,0.0,303165.6916240244,0.0,12.6220347720736,159.31576178743506,-2.3762347716068195,0.20305976328075803,0.01161743419453655,7.672427054345918,-7.672427054345918,-24.805492524876392,3.330790967300027,-0.1753682530226892,2.2476057178255677e-05,-2.2476057178255677e-05,0.0,-1.0
"Larimer County, CO",Dog and Cat Food Manufacturing,8069,311111,2024,102.979250851,84.0,102.979250851,408.80277911639996,303165.6916240244,0.0013484467088821614,12.6220347720736,159.31576178743506,-7.17418096715522,1.3961762926002341,-0.03631400284231458,105.95470798235998,302.84807113403997,-34.1808419413813,5.345335333131835,-0.2602638710596295,0.00028133332495723173,0.0010671133839249298,4.793057164796073,1.5272791611374321
"Larimer County, CO",Other Animal Food Manufacturing,8069,311119,2024,46.5207440599,84.0,46.5207440599,226.62547111589998,303165.6916240244,0.0007475300714335217,12.6220347720736,159.31576178743506,-13.332634278564187,2.5282770646288832,-0.0869423821130706,113.0776676172313,113.54780349866869,-16.248483005808886,2.0706632182695124,-0.11178592332450644,0.00036276352033882264,0.00038476655109469905,2.0606539233474344,2.8856291915538104
"Larimer County, CO",Flour Milling,8069,311211,2024,0.0,84.0,0.0,0.0,303165.6916240244,0.0,12.6220347720736,159.31576178743506,-13.728501936475189,2.1720930882109015,-0.06212099795159598,44.29529392422778,-44.29529392422778,-17.97056967359481,1.8587539949241192,-0.08950417659048705,0.00015551969263830949,-0.00015551969263830949,0.0,-1.0
"Larimer County, CO",Rice Milling,8069,311212,2024,0.0,84.0,0.0,0.0,303165.6916240244,0.0,12.6220347720736,159.31576178743506,-10.245001924222496,1.8069983601898654,-0.06189212471292091,14.918517310893629,-14.918517310893629,-91.80757059700592,15.711970630646523,-0.7376292954729067,1.6593424024634522e-05,-1.6593424024634522e-05,0.0,-1.0
"Larimer County, CO",Malt Manufacturing,8069,311213,2024,14.4960102951,84.0,14.4960102951,14.4960102951,303165.6916240244,4.781547086494685e-05,12.6220347720736,159.31576178743506,-37.168354612083334,5.635207669864143,-0.2036674714446005,4.535766918435246,9.960243376664753,-85.67605606131804,12.750394523875912,-0.5409198446645062,1.8143645985938487e-05,2.967182487900836e-05,2.635383808855416,2.2229545071745416
"Larimer County, CO",Wet Corn Milling,8069,311221,2024,0.0,84.0,0.0,0.0,303165.6916240244,0.0,12.6220347720736,159.31576178743506,-30.301024071637077,5.101749484698246,-0.18945568043461894,49.906899974214376,-49.906899974214376,-146.32940916516984,23.718970100327642,-1.0145411651623457,0.00018779823423358932,-0.00018779823423358932,0.0,-1.0
"Bannock County, ID",Timber Tract Operations,16005,113110,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-21.50614107698308,3.489341422331279,-0.12729364520019373,7.565420712762542,-7.565420712762542,-4.84945135235952,-0.6768484687168204,0.0199517195182028,4.136376383808977e-05,-4.136376383808977e-05,0.0,-1.0
"Bannock County, ID",Forest Nurseries and Gathering of Forest Products,16005,113210,2024,0.0,131.0,0.0,0.349323456854,158324.31070911,2.20637914221407e-06,11.972400807729867,143.33838110093077,-12.974562836606394,1.8768775490180976,-0.05667686458345565,3.9440078693067058,-3.5946844124527058,-48.0478300296514,7.058494434097677,-0.326307953883906,3.319340270211154e-05,-3.098702355989747e-05,0.06647041166628316,-1.1424066521232135
"Bannock County, ID",Logging,16005,113310,2024,13.8705350323,131.0,13.8705350323,17.253462685871998,158324.31070911,0.00010897544798140235,11.972400807729867,143.33838110093077,-17.400034959958635,3.4468297209604146,-0.13336710424067594,115.60360737269913,-98.35014468682714,-15.623465435333838,2.0654172659078167,-0.11368056912210316,0.0007538999935707514,-0.000644924545589349,0.1445489440386569,-1.337947900189836
"Bannock County, ID",Finfish Fishing,16005,114111,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,4.861973606834782,-1.191308689861487,0.07490999900030249,3.80618155883978,-3.80618155883978,-12.89592257929457,1.3128306594981274,-0.09351318015857082,2.536309009526512e-05,-2.536309009526512e-05,0.0,-1.0
"Bannock County, ID",Shellfish Fishing,16005,114112,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-15.606090529715221,2.076479030934724,-0.0558016997001793,3.5107279171417947,-3.5107279171417947,-12.490539326697526,0.5550427164079066,-0.03426718231803784,2.1292665254337117e-05,-2.1292665254337117e-05,0.0,-1.0
"Bannock County, ID",Other Marine Fishing,16005,114119,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-88.59704311587274,12.42756332672616,-0.4257790280434279,0.43181825238448224,-0.43181825238448224,-6.775780337535879,-1.1892768022903777,0.05647470215364897,2.4503332897422304e-06,-2.4503332897422304e-06,0.0,-1.0
"Bannock County, ID",Hunting and Trapping,16005,114210,2024,6.54994792757,131.0,6.54994792757,8.02889625857,158324.31070911,5.071170828162662e-05,11.972400807729867,143.33838110093077,-1.3561190632404112,-0.009269330490861871,0.019756987692582998,3.9150943477304447,4.113801910839555,-7.919081777174185,0.388746507139194,-0.05247176389633132,2.068564717224028e-05,3.0026061109386343e-05,2.451540812785433,2.3778462047939954
"Bannock County, ID",Cotton Ginning,16005,115111,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-11.445436033286814,2.2006277127843843,-0.0859625625809222,13.192208855702683,-13.192208855702683,-27.004802713232614,4.136878204548965,-0.22276448244996044,8.213559845393574e-05,-8.213559845393574e-05,0.0,-1.0
"Bannock County, ID","Crop Harvesting, Primarily by Machine",16005,115113,2024,8.14201743769,131.0,8.14201743769,18.448061635854998,158324.31070911,0.0001165207134218933,11.972400807729867,143.33838110093077,-12.096594174799211,1.8042209849436355,-0.04535241227554418,20.15638774966628,-1.7083261138112817,-7.7521060524487755,0.1942571800684869,-0.025574337865882868,0.00011254409919174725,3.976614230146052e-06,1.0353338314376739,57.60297563619286
"Bannock County, ID",Postharvest Crop Activities (except Cotton Ginning),16005,115114,2024,0.0,131.0,0.0,640.2463831616,158324.31070911,0.004043891808491291,11.972400807729867,143.33838110093077,-22.34182850859184,3.8214553140349126,-0.12698019202385885,182.91673024061376,457.3296529209862,-21.90273687111628,2.7893940772872607,-0.12739852316360906,0.0011498876557323775,0.0028940041527589135,3.516771215285103,1.7946689742211779
"Bannock County, ID",Farm Labor Contractors and Crew Leaders,16005,115115,2024,0.0,131.0,0.0,141.442894694167,158324.31070911,0.0008933744543757446,11.972400807729867,143.33838110093077,-61.91999378925641,9.66782806345566,-0.3364695580454088,269.91767002860604,-128.47477533443904,-11.932667743571958,0.5857247312527591,-0.012997861575960001,0.0011326118586087947,-0.00023923740423305014,0.788773707060679,-8.468518204665646
"Bannock County, ID",Farm Management Services,16005,115116,2024,13.824208125,131.0,13.824208125,31.840465532049,158324.31070911,0.00020110913724771955,11.972400807729867,143.33838110093077,-12.180470077804667,1.854484704678414,-0.0448137915964015,36.54804732423774,-4.707581792188744,-17.520035707908203,1.7818360462256857,-0.08456881355755638,0.00024625641787868373,-4.514728063096418e-05,0.8166655674606392,-9.909025502182262
"Bannock County, ID",Support Activities for Forestry,16005,115310,2024,1.69220063812,131.0,1.69220063812,6.878036118260001,158324.31070911,4.344270369758343e-05,11.972400807729867,143.33838110093077,-15.476143347111549,2.728467572024082,-0.09293903341743194,47.86733953161221,-40.98930341335221,-15.614645442669023,1.647631313323087,-0.08495716857702985,0.0003139847993475471,-0.00027054209564996367,0.13835925747952235,-1.321153006471799
"Bannock County, ID",Iron Ore Mining,16005,212210,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-210.281059195924,36.26442410760286,-1.5382970148804433,29.789545697522584,-29.789545697522584,-173.72509744972334,28.87345048574711,-1.2596514437142172,0.00018466369987695324,-0.00018466369987695324,0.0,-1.0
"Bannock County, ID",Dimension Stone Mining and Quarrying,16005,212311,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-15.907460148969275,2.578095519570607,-0.0846229898453432,16.925313873519617,-16.925313873519617,-17.153601644434524,1.843436337853173,-0.09816142228983488,0.00010584420578892264,-0.00010584420578892264,0.0,-1.0
"Bannock County, ID",Crushed and Broken Limestone Mining and Quarrying,16005,212312,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-13.172264891192077,2.2767849007263736,-0.07085644547837121,50.90027406155447,-50.90027406155447,-37.03038054121838,5.530475488588636,-0.2583714384463258,0.000389029631344524,-0.000389029631344524,0.0,-1.0
"Bannock County, ID",Crushed and Broken Granite Mining and Quarrying,16005,212313,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-46.89800663752347,7.073504048129773,-0.2463377770159373,11.931247277616801,-11.931247277616801,-5.681785719361767,-0.7133369276557859,0.02976032660051843,4.7425794369950604e-05,-4.7425794369950604e-05,0.0,-1.0
"Bannock County, ID",Other Crushed and Broken Stone Mining and Quarrying,16005,212319,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-6.9109970773549865,0.9465988250999497,-0.012455095637197253,13.96801699456066,-13.96801699456066,-28.263545956926894,3.704329075867189,-0.17559541576676305,0.00011353536749806651,-0.00011353536749806651,0.0,-1.0
"Bannock County, ID",Industrial Sand Mining,16005,212322,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-13.842402152464782,1.9536578171424157,-0.047976378676587814,14.45030938320316,-14.45030938320316,-9.05532106054251,0.3192019012818258,-0.029181965750612132,8.136188093324854e-05,-8.136188093324854e-05,0.0,-1.0
"Bannock County, ID",Drilling Oil and Gas Wells,16005,213111,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,3.853016920450461,-0.5882529257519322,0.05018519446565678,54.79953162734597,-54.79953162734597,-16.209880503139882,2.0788357676060585,-0.11425261865374722,0.0004537288095075666,-0.0004537288095075666,0.0,-1.0
"Bannock County, ID",Support Activities for Oil and Gas Operations,16005,213112,2024,0.347618931423,131.0,0.347618931423,4.5264477959,158324.31070911,2.8589720527610344e-05,11.972400807729867,143.33838110093077,-3.368947588118452,1.06444853758201,-0.02306236033509368,432.39328161625707,-427.86683382035704,-12.48045415736779,1.6984580121979649,-0.0952148147390303,0.003046470773616983,-0.0030178810530893723,0.009384537929988617,-1.0189468836078501
"Bannock County, ID",Support Activities for Coal Mining,16005,213113,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-5.662563481983775,1.2807285300982736,-0.05161661586464362,9.70061853819789,-9.70061853819789,-33.04368156362298,5.695353441605045,-0.31589833163049225,3.958806526033567e-05,-3.958806526033567e-05,0.0,-1.0
"Bannock County, ID",Support Activities for Metal Mining,16005,213114,2024,0.0,131.0,0.0,13.7652664594,158324.31070911,8.694347948048855e-05,11.972400807729867,143.33838110093077,-5.369333546840359,0.9510224987955712,-0.025664243816712968,10.360679516144337,3.404586943255662,-75.47610908153952,12.67532284698975,-0.5978010441558281,8.19093442878259e-05,5.034135192662654e-06,1.061459839978366,33.541575127823435
"Bannock County, ID",Support Activities for Nonmetallic Minerals (except Fuels) Mining,16005,213115,2024,3.35682337073,131.0,3.35682337073,3.35682337073,158324.31070911,2.1202197917017984e-05,11.972400807729867,143.33838110093077,-2.3762347716068195,0.20305976328075803,0.01161743419453655,5.585099859483379,-2.2282764887533792,-24.805492524876392,3.330790967300027,-0.1753682530226892,4.254579459051288e-05,-2.1343596673494896e-05,0.4983382757586523,-2.9867502409607933
"Bannock County, ID",Dog and Cat Food Manufacturing,16005,311111,2024,0.0,131.0,0.0,1.4341245984,158324.31070911,9.058145220887296e-06,11.972400807729867,143.33838110093077,-7.17418096715522,1.3961762926002341,-0.03631400284231458,76.41743121348551,-74.98330661508551,-34.1808419413813,5.345335333131835,-0.2602638710596295,0.0005585609475711183,-0.000549502802350231,0.016216932566224522,-1.0329685132892696
"Bannock County, ID",Other Animal Food Manufacturing,16005,311119,2024,0.0,131.0,0.0,1.56228031766,158324.31070911,9.867595890124449e-06,11.972400807729867,143.33838110093077,-13.332634278564187,2.5282770646288832,-0.0869423821130706,87.77105626682578,-86.20877594916578,-16.248483005808886,2.0706632182695124,-0.11178592332450644,0.0005637575368677664,-0.000553889940977642,0.017503262031668354,-1.035630168234172
"Bannock County, ID",Flour Milling,16005,311211,2024,0.0,131.0,0.0,29.05145573414,158324.31070911,0.0001834933346876613,11.972400807729867,143.33838110093077,-13.728501936475189,2.1720930882109015,-0.06212099795159598,29.146762073460604,-0.0953063393206044,-17.97056967359481,1.8587539949241192,-0.08950417659048705,0.00019428087869940498,-1.078754401174367e-05,0.9444744944332151,-35.019482931036826
"Bannock County, ID",Rice Milling,16005,311212,2024,0.0,131.0,0.0,0.0,158324.31070911,0.0,11.972400807729867,143.33838110093077,-10.245001924222496,1.8069983601898654,-0.06189212471292091,12.398676631309945,-12.398676631309945,-91.80757059700592,15.711970630646523,-0.7376292954729067,8.042787054068305e-05,-8.042787054068305e-05,0.0,-1.0
"Bannock County, ID",Malt Manufacturing,16005,311213,2024,50.1634681525,131.0,50.1634681525,167.94229232150002,158324.31070911,0.0010607486087847947,11.972400807729867,143.33838110093077,-37.168354612083334,5.635207669864143,-0.2036674714446005,3.019963081172057,164.92232924032797,-85.67605606131804,12.750394523875912,-0.5409198446645062,2.5990039113472583e-05,0.0010347585696713223,40.813659577562134,1.0502340156926229
"Bannock County, ID",Wet Corn Milling,16005,311221,2024,0.0,131.0,0.0,12.405532166,158324.31070911,7.835519453985019e-05,11.972400807729867,143.33838110093077,-30.301024071637077,5.101749484698246,-0.18945568043461894,37.44581878973735,-25.04028662373735,-146.32940916516984,23.718970100327642,-1.0145411651623457,0.00041839669176790503,-0.00034004149722805486,0.18727489026924657,-1.4608566611933242
"Franklin County, ID",Timber Tract Operations,16041,113110,2024,0.0,139.0,0.0,0.0,92918.97746444492,0.0,11.439483182351614,130.8617754793054,-21.50614107698308,3.489341422331279,-0.12729364520019373,5.7675594751274515,-5.7675594751274515,-4.84945135235952,-0.6768484687168204,0.0199517195182028,4.6255481263210554e-05,-4.6255481263210554e-05,0.0,-1.0
"Franklin County, ID",Forest Nurseries and Gathering of Forest Products,16041,113210,2024,0.0,139.0,0.0,0.0,92918.97746444492,0.0,11.439483182351614,130.8617754793054,-12.974562836606394,1.8768775490180976,-0.05667686458345565,2.9420634612397,-2.9420634612397,-48.0478300296514,7.058494434097677,-0.326307953883906,4.5239504641928334e-05,-4.5239504641928334e-05,0.0,-1.0
"Franklin County, ID",Logging,16041,113310,2024,0.0,139.0,0.0,0.0,92918.97746444492,0.0,11.439483182351614,130.8617754793054,-17.400034959958635,3.4468297209604146,-0.13336710424067594,97.24753293793087,-97.24753293793087,-15.623465435333838,2.0654172659078167,-0.11368056912210316,0.0010357800441746948,-0.0010357800441746948,0.0,-1.0
"Franklin County, ID",Finfish Fishing,16041,114111,2024,0.0,139.0,0.0,5.7376692071,92918.97746444492,6.174916431140771e-05,11.439483182351614,130.8617754793054,4.861973606834782,-1.191308689861487,0.07490999900030249,2.8203848704131547,2.917284336686845,-12.89592257929457,1.3128306594981274,-0.09351318015857082,4.046314027375301e-05,2.12860240376547e-05,1.526059616076367,4.8018504726081535
"Franklin County, ID",Shellfish Fishing,16041,114112,2024,0.0,139.0,0.0,0.0,92918.97746444492,0.0,11.439483182351614,130.8617754793054,-15.606090529715221,2.076479030934724,-0.0558016997001793,2.3290184800772824,-2.3290184800772824,-12.490539326697526,0.5550427164079066,-0.03426718231803784,2.429106852301998e-05,-2.429106852301998e-05,0.0,-1.0
"Franklin County, ID",Other Marine Fishing,16041,114119,2024,0.0,139.0,0.0,0.0,92918.97746444492,0.0,11.439483182351614,130.8617754793054,-88.59704311587274,12.42756332672616,-0.4257790280434279,0.11644444184101098,-0.11644444184101098,-6.775780337535879,-1.1892768022903777,0.05647470215364897,2.2827892144295406e-06,-2.2827892144295406e-06,0.0,-1.0
"Franklin County, ID",Hunting and Trapping,16041,114210,2024,0.0,139.0,0.0,1.27871514793,92918.97746444492,1.376161450355279e-05,11.439483182351614,130.8617754793054,-1.3561190632404112,-0.009269330490861871,0.019756987692582998,3.07492058242687,-1.7962054344968699,-7.919081777174185,0.388746507139194,-0.05247176389633132,3.2360538255207294e-05,-1.8598923751654502e-05,0.4252591349075704,-2.4798291220833253
"Franklin County, ID",Cotton Ginning,16041,115111,2024,0.0,139.0,0.0,0.0,92918.97746444492,0.0,11.439483182351614,130.8617754793054,-11.445436033286814,2.2006277127843843,-0.0859625625809222,11.934031559943607,-11.934031559943607,-27.004802713232614,4.136878204548965,-0.22276448244996044,0.00014592616957696092,-0.00014592616957696092,0.0,-1.0
"Franklin County, ID","Crop Harvesting, Primarily by Machine",16041,115113,2024,0.0,139.0,0.0,0.0,92918.97746444492,0.0,11.439483182351614,130.8617754793054,-12.096594174799211,1.8042209849436355,-0.04535241227554418,13.570037632585633,-13.570037632585633,-7.7521060524487755,0.1942571800684869,-0.025574337865882868,0.0001396170042868741,-0.0001396170042868741,0.0,-1.0
"Franklin County, ID",Postharvest Crop Activities (except Cotton Ginning),16041,115114,2024,0.0,139.0,0.0,4.05126837717,92918.97746444492,4.360001032857042e-05,11.439483182351614,130.8617754793054,-22.34182850859184,3.8214553140349126,-0.12698019202385885,116.37199452365454,-112.32072614648453,-21.90273687111628,2.7893940772872607,-0.12739852316360906,0.001274620018279567,-0.0012310200079509966,0.03420628085491709,-1.0708355835761623
"Franklin County, ID",Farm Labor Contractors and Crew Leaders,16041,115115,2024,7.14756446579,139.0,7.14756446579,30.826165095100002,92918.97746444492,0.0003317531675044047,11.439483182351614,130.8617754793054,-61.91999378925641,9.66782806345566,-0.3364695580454088,103.95509135120719,-73.12892625610718,-11.932667743571958,0.5857247312527591,-0.012997861575960001,0.0009748735631626695,-0.0006431203956582648,0.34030378916845,-2.0316984805460545
